hypothesis_id,family,attack,rho,endpoint,primary,n,mean_lir_loss,mean_mean_vote_loss,mean_delta_lir_minus_mean,median_delta_lir_minus_mean,seed_wins_lir,seed_ties,seed_losses_lir,bootstrap95_low,bootstrap95_high,bootstrap_resamples,bootstrap_seed,p_one_sided_lir_less,p_one_sided_mean_less,p_two_sided,paired_rank_biserial,p_holm_lir_less,holm_reject_lir_less,direction,evidence_class
family=synthetic_num_small|attack=random|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_small,random,7/10,MAE,True,20,0.07977270337747018,0.09497084006749396,-0.015198136690023775,-0.015173866554116006,20,0,0,-0.015523260736394952,-0.014880127235080769,10000,2163231053973905382,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_small|attack=random|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_small,random,9/10,MAE,True,20,0.11423942142668699,0.1200388312758492,-0.005799409849162221,-0.005790447234049125,20,0,0,-0.005954780116021384,-0.0056496610702541205,10000,10180402135246107193,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_small,on_off,0,MAE,False,20,0.009029163692637723,0.009028539751133893,6.2394150383083e-07,1.43441519560875e-06,7,0,13,-1.6910796507751176e-06,2.827260132774122e-06,10000,8976963732107364360,0.6955480575561523,0.30445289611816406,0.6089057922363281,0.24761904761904763,,,mean_vote_better,control
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_small,on_off,1/10,MAE,True,20,0.014303693820755126,0.01770459295149607,-0.0034008991307409447,-0.003395343867838524,20,0,0,-0.003529076386607953,-0.003265672016969684,10000,10434951920219853957,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_small,on_off,3/10,MAE,True,20,0.03603237411154472,0.042437186547707145,-0.006404812436162428,-0.006127174379012234,20,0,0,-0.006988432401229782,-0.005844547782007103,10000,3014084569389532124,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_small,on_off,1/2,MAE,True,20,0.06504495912154938,0.06744943953695556,-0.002404480415406183,-0.001869455576588514,15,0,5,-0.0034972357840532303,-0.0013085490854856515,10000,3304888321425361680,0.000690460205078125,0.9993104934692383,0.00138092041015625,-0.7047619047619048,0.002071380615234375,True,lir_pptd_better,supporting
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_small,on_off,7/10,MAE,True,20,0.09537792030708545,0.09246463191179627,0.0029132883952891755,0.0030724077121414774,2,0,18,0.0018782220653493133,0.003963533237989731,10000,16090829769898365651,0.9999771118164062,2.384185791015625e-05,4.76837158203125e-05,0.9142857142857143,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_small|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_small,on_off,9/10,MAE,True,20,0.12001070933456177,0.1175000624223011,0.00251064691226067,0.002495629251384905,0,0,20,0.0021088583721884206,0.0029085868345284493,10000,15635184618040022856,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_shifted,persistent,0,MAE,False,20,0.00892502567181184,0.008924040886173969,9.84785637871205e-07,2.0095039261614e-06,8,0,12,-1.049852564939587e-06,2.961997231478496e-06,10000,1046909171003390408,0.8214635848999023,0.17853736877441406,0.3570747375488281,0.22857142857142856,,,mean_vote_better,control
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_shifted,persistent,1/10,MAE,True,20,0.01889880607502604,0.030739524009591315,-0.011840717934565271,-0.011699856988642721,20,0,0,-0.012166461689207101,-0.011512888571277875,10000,3459016343787839371,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_shifted,persistent,3/10,MAE,True,20,0.06339873527041193,0.08973068971458957,-0.026331954444177647,-0.026000016745937198,20,0,0,-0.027316661017047494,-0.025324990400356198,10000,298944232340029808,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_shifted,persistent,1/2,MAE,True,20,0.1312655332473299,0.1490019544639305,-0.017736421216600576,-0.017406309444255686,20,0,0,-0.01902342383493455,-0.01645262739945179,10000,11520934033317949762,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_shifted,persistent,7/10,MAE,True,20,0.2113268458754017,0.20852779427816012,0.0027990515972416,0.00248512004716111,1,0,19,0.0018546019801079098,0.003842004074356926,10000,3732758781273359429,0.9999923706054688,8.58306884765625e-06,1.71661376953125e-05,0.9523809523809523,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_shifted|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_shifted,persistent,9/10,MAE,True,20,0.273747784363278,0.2680867307443646,0.005661053618913421,0.00578283652444717,0,0,20,0.0053272701527927535,0.006003700413515643,10000,4412977102315194017,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_shifted,random,0,MAE,False,20,0.00892502567181184,0.008924040886173969,9.84785637871205e-07,2.0095039261614e-06,8,0,12,-1.0384446420725336e-06,3.008542329094889e-06,10000,15702350613260191226,0.8214635848999023,0.17853736877441406,0.3570747375488281,0.22857142857142856,,,mean_vote_better,control
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_shifted,random,1/10,MAE,True,20,0.015179561519703056,0.023287433336028614,-0.008107871816325558,-0.008202105576049362,20,0,0,-0.008300152912390918,-0.007902128049049042,10000,17495393895715543373,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_shifted,random,3/10,MAE,True,20,0.034345199070856335,0.052801908938353515,-0.018456709867497183,-0.018746031320946592,20,0,0,-0.0188940932820045,-0.01798217317935744,10000,10989434675372806809,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_shifted,random,1/2,MAE,True,20,0.059877610502838324,0.0818790278932117,-0.022001417390373385,-0.022188129121567084,20,0,0,-0.022509085319228527,-0.021453641242403988,10000,14778588894438654769,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_shifted,random,7/10,MAE,True,20,0.09361809647564491,0.11175569550851004,-0.018137599032865142,-0.017970609175696272,20,0,0,-0.01852707617582071,-0.017731112855087713,10000,1828124783890868388,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=random|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_shifted,random,9/10,MAE,True,20,0.13462195761294107,0.1413014271869125,-0.00667946957397144,-0.006494077935837395,20,0,0,-0.006889488528183943,-0.006480083591166417,10000,11970134452296312941,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_shifted,on_off,0,MAE,False,20,0.00892502567181184,0.008924040886173969,9.84785637871205e-07,2.0095039261614e-06,8,0,12,-1.0483070365821648e-06,2.9773010544115124e-06,10000,1828522498301857722,0.8214635848999023,0.17853736877441406,0.3570747375488281,0.22857142857142856,,,mean_vote_better,control
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_shifted,on_off,1/10,MAE,True,20,0.014715696682092012,0.019987454086234212,-0.005271757404142199,-0.005041792555516835,20,0,0,-0.005571939306018638,-0.005001380655390233,10000,14603946811825117675,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_shifted,on_off,3/10,MAE,True,20,0.03905833845818798,0.04960576082501362,-0.01054742236682564,-0.010156120220157168,20,0,0,-0.011654977860324059,-0.009477178712261228,10000,93349433904600894,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_shifted,on_off,1/2,MAE,True,20,0.07502682488381537,0.07941411485843365,-0.004387289974618289,-0.0033724424733553144,16,0,4,-0.006393375424321475,-0.0024469736349148085,10000,17595322572795689774,1.9073486328125e-05,0.9999818801879883,3.814697265625e-05,-0.9047619047619048,5.7220458984375e-05,True,lir_pptd_better,supporting
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_shifted,on_off,7/10,MAE,True,20,0.11403951656933176,0.10923294194772407,0.004806574621607687,0.00492344949861746,0,0,20,0.003207380033713551,0.006369567309133432,10000,2667645956283973701,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_shifted|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_shifted,on_off,9/10,MAE,True,20,0.14306492603226814,0.13917947015546048,0.0038854558768076776,0.00391644431308944,0,0,20,0.0033579624754657127,0.00442109944331507,10000,9812231196791041979,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_longitudinal,persistent,0,MAE,False,20,0.008965528337804556,0.008966794763048791,-1.26642524423584e-06,-2.0887110356477e-06,13,0,7,-3.0529478031409805e-06,6.388003959044689e-07,10000,15727806836430340155,0.10267353057861328,0.8973274230957031,0.20534706115722656,-0.3142857142857143,,,lir_pptd_better,control
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_longitudinal,persistent,1/10,MAE,True,20,0.018603562176148024,0.03658709603472187,-0.017983533858573847,-0.017774292473653055,20,0,0,-0.01845648211685994,-0.017512018780070342,10000,7731070147281080912,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_longitudinal,persistent,3/10,MAE,True,20,0.06291345502500667,0.10682602395205748,-0.0439125689270508,-0.04401234115481066,20,0,0,-0.04547823464039233,-0.04230265004124779,10000,15530524172924543707,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_longitudinal,persistent,1/2,MAE,True,20,0.1409299889584261,0.17755633626545522,-0.03662634730702912,-0.03773547805829611,20,0,0,-0.03937486622868495,-0.03381086556979669,10000,4457925370590681487,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_longitudinal,persistent,7/10,MAE,True,20,0.25331359039211804,0.24833786264149604,0.004975727750621986,0.005072724415733015,3,0,17,0.0028369639498601754,0.0071260892102596105,10000,11812626683889520772,0.9998579025268555,0.0001430511474609375,0.000286102294921875,0.8857142857142857,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_longitudinal|attack=persistent|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_longitudinal,persistent,9/10,MAE,True,20,0.32826716306897785,0.3191757448357235,0.009091418233254423,0.00925748276569604,0,0,20,0.008505744530356777,0.009667972369290498,10000,5841316353685324583,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_longitudinal,random,0,MAE,False,20,0.008965528337804556,0.008966794763048791,-1.26642524423584e-06,-2.0887110356477e-06,13,0,7,-3.0375141012996666e-06,6.148397162224754e-07,10000,17394305966980506022,0.10267353057861328,0.8973274230957031,0.20534706115722656,-0.3142857142857143,,,lir_pptd_better,control
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_longitudinal,random,1/10,MAE,True,20,0.01583631852350993,0.025583957969317624,-0.009747639445807695,-0.009751040837232225,20,0,0,-0.010045569089109578,-0.009450589452636816,10000,18232012810935320215,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_longitudinal,random,3/10,MAE,True,20,0.03715204728124659,0.060079550809162205,-0.022927503527915616,-0.023083924941275123,20,0,0,-0.023427705273450845,-0.022430427327208926,10000,8828641453880582917,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_longitudinal,random,1/2,MAE,True,20,0.06813721634158267,0.09613402142038852,-0.027996805078805857,-0.028073576177478812,20,0,0,-0.028564830535120482,-0.027359715539444038,10000,1360744261648889447,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_longitudinal,random,7/10,MAE,True,20,0.10913113060346155,0.13144916726563705,-0.022318036662175494,-0.02210404221631355,20,0,0,-0.022795627213286714,-0.021854117704967094,10000,11477859010549489134,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=random|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_longitudinal,random,9/10,MAE,True,20,0.1589313598232282,0.16650563935939036,-0.007574279536162161,-0.00754000748842231,20,0,0,-0.00790805902294227,-0.007311189391929408,10000,16068388650952766856,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=0,synthetic_num_longitudinal,on_off,0,MAE,False,20,0.008965528337804556,0.008966794763048791,-1.26642524423584e-06,-2.0887110356477e-06,13,0,7,-3.075820559565672e-06,6.03837788130001e-07,10000,17713444347363009763,0.10267353057861328,0.8973274230957031,0.20534706115722656,-0.3142857142857143,,,lir_pptd_better,control
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/10,synthetic_num_longitudinal,on_off,1/10,MAE,True,20,0.014755065002828057,0.02271934839948312,-0.007964283396655064,-0.007833850854262693,20,0,0,-0.00837226828389637,-0.007576504053073379,10000,4832456006910208807,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=3/10,synthetic_num_longitudinal,on_off,3/10,MAE,True,20,0.04012272218504009,0.05780548961268652,-0.017682767427646438,-0.016155652657538808,20,0,0,-0.019373065031493473,-0.015997780034109278,10000,3815929938960043359,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=1/2,synthetic_num_longitudinal,on_off,1/2,MAE,True,20,0.08436424194278122,0.09307432387933885,-0.00871008193655764,-0.0045151356607827505,15,0,5,-0.012820651195741104,-0.0046693110788558,10000,612088929900958957,0.00044536590576171875,0.9995555877685547,0.0008907318115234375,-0.7428571428571429,0.0013360977172851562,True,lir_pptd_better,supporting
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=7/10,synthetic_num_longitudinal,on_off,7/10,MAE,True,20,0.13670871801675163,0.12835614920009375,0.008352568816657885,0.009501627387163855,2,0,18,0.005577491410425945,0.011006711850367924,10000,2996836316862318671,0.9999971389770508,3.814697265625e-06,7.62939453125e-06,0.9714285714285714,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_num_longitudinal|attack=on_off|endpoint=MAE|comparator=mean_vote|rho=9/10,synthetic_num_longitudinal,on_off,9/10,MAE,True,20,0.16971347829551964,0.1637092800070823,0.006004198288437345,0.006078012199188775,0,0,20,0.005248676793704194,0.006743634082036576,10000,11835246395631069443,1.0,9.5367431640625e-07,1.9073486328125e-06,1.0,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=0,synthetic_cat_binary,persistent,0,1-Accuracy,False,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,8474270770255082056,1.0,1.0,1.0,0.0,,,tie,control
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=1/10,synthetic_cat_binary,persistent,1/10,1-Accuracy,True,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,1631375486659984542,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=3/10,synthetic_cat_binary,persistent,3/10,1-Accuracy,True,20,0.0005263157894736858,0.0021052631578947377,-0.001578947368421052,0.0,3,17,0,-0.003157894736842115,0.0,10000,8297807901755044052,0.125,1.0,0.25,-1.0,0.375,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=1/2,synthetic_cat_binary,persistent,1/2,1-Accuracy,True,20,0.13421052631578947,0.5078947368421053,-0.3736842105263158,-0.37894736842105264,20,0,0,-0.39421052631578946,-0.3536842105263157,10000,9731576855993637433,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=7/10,synthetic_cat_binary,persistent,7/10,1-Accuracy,True,20,0.8794736842105263,0.9989473684210526,-0.11947368421052632,-0.11578947368421055,20,0,0,-0.13473684210526313,-0.10526315789473684,10000,12015946759109129600,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,4.76837158203125e-06,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=persistent|endpoint=1-Accuracy|comparator=mean_vote|rho=9/10,synthetic_cat_binary,persistent,9/10,1-Accuracy,True,20,1.0,1.0,0.0,0.0,0,20,0,0.0,0.0,10000,926562453658306640,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=0,synthetic_cat_binary,random,0,1-Accuracy,False,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,6145322491520234836,1.0,1.0,1.0,0.0,,,tie,control
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=1/10,synthetic_cat_binary,random,1/10,1-Accuracy,True,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,14212760622469921855,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=3/10,synthetic_cat_binary,random,3/10,1-Accuracy,True,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,7750640472229439105,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=1/2,synthetic_cat_binary,random,1/2,1-Accuracy,True,20,0.0005263157894736858,0.005263157894736847,-0.004736842105263162,0.0,7,13,0,-0.00842105263157895,-0.0015789473684210576,10000,14528977229363884955,0.0078125,1.0,0.015625,-1.0,0.0234375,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=7/10,synthetic_cat_binary,random,7/10,1-Accuracy,True,20,0.05,0.07736842105263157,-0.02736842105263157,-0.026315789473684237,18,2,0,-0.03473684210526315,-0.02,10000,8284633627349889119,3.814697265625e-06,1.0,7.62939453125e-06,-1.0,1.9073486328125e-05,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=random|endpoint=1-Accuracy|comparator=mean_vote|rho=9/10,synthetic_cat_binary,random,9/10,1-Accuracy,True,20,0.29526315789473684,0.3315789473684211,-0.036315789473684225,-0.0368421052631579,18,2,0,-0.047894736842105275,-0.025263157894736855,10000,7623158093507536084,3.814697265625e-06,1.0,7.62939453125e-06,-1.0,1.9073486328125e-05,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=0,synthetic_cat_binary,on_off,0,1-Accuracy,False,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,17656453446876194995,1.0,1.0,1.0,0.0,,,tie,control
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=1/10,synthetic_cat_binary,on_off,1/10,1-Accuracy,True,20,0.0,0.0,0.0,0.0,0,20,0,0.0,0.0,10000,4285917529194488388,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=3/10,synthetic_cat_binary,on_off,3/10,1-Accuracy,True,20,0.0,0.0010526315789473716,-0.0010526315789473716,0.0,2,18,0,-0.0026315789473684292,0.0,10000,10793959544049407641,0.25,1.0,0.5,-1.0,0.75,False,lir_pptd_better,unresolved_lir_mean_better
